author,comment,likes,published_at
@NikadekyuniRahayu,negara jngan kalah sama koruptor berkedok preman,0,2025-09-08T01:19:12Z
@Bahriun1,Mana2 anggota dpr harus di ganti kerna perseden yg ganti,0,2025-09-08T01:17:36Z
@ImronSalim-me2bj,"Sebenarnya kolaborasi reza halid , jkw n kapolri bikin kerusuhan demo diindonesia",0,2025-09-08T01:14:05Z
@DaryonoSastro,Paling hanya  pidato,0,2025-09-08T01:12:43Z
@BapaBubun,"Riza Halid kan orang Yaman, mengapa orang2 Yaman menjadi duri dalam daging, sudah jelas tinggal deportasi apa mau nunggu ancur2an",0,2025-09-08T01:08:15Z
@adityawarmancakrajaya,"Yang pasti para habib dan mukibinnya akan melindunginya,karena chalid juga seorang baalawi☝",0,2025-09-08T01:06:52Z
@suwandiwandi4796,Amin pak bersiden semogga dlm lindunga.allh swt.dan kami sebagi rakyat menuggu r uu di sah kan,0,2025-09-08T01:03:35Z
@DanielSkd-m7h,Jangan takut pak presiden prabowo dengan para Mafia kami masyarakat bersama bapak. Jika ada ancaman makar biar kami lawan walau hanya dengan bambu runcing. Ingat baik baik  bangsa ini berhasil mengusir penjajah bukan dengan senjata cangih. Tapi dengan persatuan bersama bambu runcing.,0,2025-09-08T01:01:49Z
@SundiahDiah-r2u,Semangat 45,0,2025-09-08T00:57:36Z
@karwirahmat6734,Apakah kiranya banyak pejabat yang memiliki ikatan dengan riza chalid ya... sehingga mereka diam diam melawan pemerintah dan melindungi atau mendukung riza...,0,2025-09-08T00:55:39Z
@saliuban7126,Setan kali tol,0,2025-09-08T00:55:25Z
@Dewi12-u3v,Orang ini SE Reza maaf sy mau tanya?knpa GX bisa tersentuh hukum dia orang kuat?dia cuma kuatnya hartanya tpi hukum alam yg bakal menghukumnya sebentar lgi tinggal menunggu karma nya.yg menyengsarakan rakyat.pasti ada balasanya.,0,2025-09-08T00:46:48Z
@MuhammadNurdin-g2f,PETRUS HARUS DIAKTIFKAN KARENA SIRIZA TERMASUK PREMAN ( PREMAN ELITE)😅😅😅,0,2025-09-08T00:43:50Z
@OmaUding-k4j5f,Di hukum mati lah bila ketangkap jgn.nego2 lagi,0,2025-09-08T00:43:35Z
@nicholaspangondianofficial6540,"Para Imigran Yaman ini sangat rapi menempati posisi strategis di Negeri ini dgn Skenario besar “Menguasai” Nusantara, mulai dari yg Alim s/d Provokator Ulung/koruptor kakap",9,2025-09-08T00:32:20Z
@MyLovely-sj3mm,"PAK PRABOWO SEHAT SELALU,,PANJANG UMUR
BERESKAN DAN BERSIHKAN KOTORAN YG ADA DINEGARA KITA PAK,,UDAH BNYAK PLAK DAN KERAKNYA",0,2025-09-07T23:56:03Z
@AdelKusuma-v2w,"Kita rayat bersatu untuk bapak Presiden probowo subiyanto membela kebenaran maju terus pantang mundur penghalang hancur pelintang lembur, tenang bapak Presiden, rakyat bersama bapak Presiden probowo subiyanto🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 👍👍👍👍👍",4,2025-09-07T23:46:13Z
@BundaWatini-xj9ly,"Kenapa RAKYAT.  Kok diam saja ya ini kan sudah jelas , mlh  yg di korek - korek keluarga. Pak jokowi , ada apa mereka para pembenci pak jokowi. 😂😂😂😂",0,2025-09-07T23:44:29Z
@AgusSanjaya-ed9et,Share lok rumah Riza kalit....biar dibalas rakyat,0,2025-09-07T23:43:50Z
@tasnoabdurohim6115,Apa benar bpk Prabowo bisa nangkap Riza chalid apa bukan omon omon lagi,0,2025-09-07T23:32:38Z
@HikmatTullah-t3q,Tangkap adili hukum mati Riza Chalid,0,2025-09-07T23:31:04Z
@boadicaverdandi8861,"Semoga kata2 nya bapak terbukti, amiiiin...",0,2025-09-07T23:01:25Z
@efrizalefri154,"Ya kuatlah,buktinya Sampek sekarang gak ke tangkap juga😅",0,2025-09-07T23:01:07Z
@sarahkhumairo2055,Pantesan....ini yg selalu bikin Pertamina rugi 😂,0,2025-09-07T22:54:26Z
@YeheskielZoom,Sita rampas semua aset kekayaannya terlevih dahulu.. biar kabur kemanapun setelah tertangkap hukum ..,0,2025-09-07T18:06:10Z
@az-zahra1081,"Riza chalid itu setingan dr jokowi, yg melindungi jendral, jendral itu ada bagian sekian ℅. Siapa jendral dan mantan jendral tg melindunginya. Mssa pk presiden nga tau",0,2025-09-07T17:03:06Z
@boyanabr3039,Hnya dukungan rakyat yg bisa merubah segalanya😊,0,2025-09-07T16:50:52Z
@YoungGoat-wt3gb,"Biarkan hukum alam yg akan menyentuh.. krn semua hanya pelawak semua.. makanya kita jogetin saja sambil tunggu hukum alam yg bertindak. Pasti tdk akan lolos.. wahai para pejabat korup silahkan sekarang ber,senang2 tak lama lagi hukum alam akan melibasmu.",0,2025-09-07T16:50:30Z
@cacingbalapan-kf3ks,Klu Pemerintah Prabowo Subianto tidak mampu menangkap yaman selatan ini...Ber-BAHAYA untuk kesatuan dan persatuan Bangsa Indonesia.,0,2025-09-07T16:08:48Z
@MisniPak-l3q,Tenan po Ra?,0,2025-09-07T15:49:11Z
@Qinayaelly,Smgat pk president.. OLLOH SWT. Brsma orag BAIK.,0,2025-09-07T15:43:19Z
@HeriPurwanto-n3t,"Jgn takut dgn Chalid, kan ada kopassus",0,2025-09-07T15:25:32Z
@BINTANDIRTBIKECHANNEL,Sehat dan semangat terus Pak Prabowo 🇮🇩🫡,3,2025-09-07T14:57:49Z
@SuriptoBagus-l2m,"Ayo pak bersama rakyat kita berjuang,, 
Ingat sejarah,, Indonesia mengusir penjajah tanpa senjata canggih,, dengan semangat juang menumpas penjajah, senjata sederhana bambu runcing bisa mengusir penjajah,, 
Intinya Allah pasti berpihak kepada kebenaran..",2,2025-09-07T14:43:36Z
@samsung-dj7mn,Jangan koar koar buktikan pa kami menunggu janji mu .. rakyat dukung bapak.,0,2025-09-07T14:38:18Z
@iwanjuanda8485,Yaman,0,2025-09-07T14:32:16Z
@nursalim2767,Koruptor cepat serahkan dirimu sebelum UU disahkan..,0,2025-09-07T14:29:40Z
@SarmilaMila-w4x,Semangat ya pak Prabowo,0,2025-09-07T14:23:22Z
@RachmatWahyudi-c2b,Contoh nya saja sysvester SDH divonis skrng masih menjabat jadi pejabat BUMN? Apa katanya mau tangkap si Reza Chalid biang kerok migas di bumi Pertiwi Indonesia? Wahai presedinntunjukan taring singa mu itu? Rakyat SDH menantibdgn ketegasan km berpolitik jgn OMON OMON aje bung Prabowo? Kalau di ganti kapolri nya cari yg idealis peganti seperti jend.pol.m.hofgrng bisa ketangkapbtuh si Reza biang kerok migas yg makan sumber daya alam yg dimiliki oleh masyarakat bumi Pertiwi dan kita bisa makmur ok,0,2025-09-07T14:12:13Z
@Muhammadfaxra,Rumahnya sudah di sita di Rancamaya,0,2025-09-07T13:12:45Z
@agusmobile4338,Lawan pak kami rakyatt bersama bapak,0,2025-09-07T12:38:49Z
@taufikjaya6095,rabowo cuma bisa OMON -omon saya demi Allah kata Prabowo  tom Lembong sama Hasto aja dibebaskan nyesal saya dulu dukung presiden omon 2,0,2025-09-07T12:34:57Z
@justpractice3773,"Mafia hukum,,, migas,... Tambang,,, pajak,,, peradilan hukum,,, dll akan selalu menjerat rakyat hingga mati sekalipun tidak peduli",0,2025-09-07T11:57:29Z
@suginsugiono3125,Tak ada dalang murni dari nurani rakyat,0,2025-09-07T11:56:20Z
@sulartosular8053,Rizal Halit musuh negara juga musuh rakyat Indonesia terus kejar yth Bpk Prabowo Subianto kita rakyat bersatu bersama yth Bpk Prabowo Subianto dan Mas Gibran selaku pemimpin yang Syah saat ini,0,2025-09-07T11:43:15Z
@yudaherlinaherlina599,BASMIIIIII PAKKKKK✊💪,0,2025-09-07T11:28:17Z
@hermansyaah-e8d,JANGAN JANGAN ADA ORANG YG MENGHEMPASKAN KELOMPOK CHALIT DENGAN PEMERINTAH DAN PRIZAL CHALIK DGN JOKOWI BIAR RAMAI JADI PRABOWO HARUS LURUS SIAPAPUN BERANTAS,0,2025-09-07T11:12:59Z
@soedjiono-h8g,Jangan kalah dengan gerombolan Riza Khalid,0,2025-09-07T11:10:24Z
@hermansyaah-e8d,KEKUATAN ASING ITU MUNGKIN ISU NIMBRUNG TAPI JANGAN TERBUAI SEBAB RIZAL CHALIK ORANG YG DILINDUNGI KELOMPOK TERTENTU,0,2025-09-07T11:10:06Z
@hermansyaah-e8d,NEGARA PASTI MENANG RIZAL CHALIK POSITIF AKAN DIRINGKUS PAK PRABOWO,0,2025-09-07T11:08:57Z
@NandangOheng,"Maju trus P..rakyat sllu mndukung Presiden, jngn kawatir......yg korup bantai trus...👍👍👍",0,2025-09-07T10:51:33Z
@imamsubekti7799,Yg gw pilih pak Prabowo!!! PD saat pemilu gw pikir keras/kejam PD pengusaha yg melipir. Tikus,0,2025-09-07T10:23:02Z
@AisAis-x6o,Semanget.papolisi.cari.ajah.bosnya,0,2025-09-07T10:14:51Z
@kecingyanto5931,PEMERINTAH HARUS MEMBERSIHKAN PEJABAT YG BERBAU IMIGRAN YAMAN DAN BERSIHKAN DAN MENCABUT KEWARGANEGARAAN ORANG ASENG IMIGRAN YAMAN,0,2025-09-07T10:14:47Z
@kecingyanto5931,"DEKENGAN ANIS DAN PARA IMIGRAN YAMAN ,RIZIK,BAHAR S DAN PARA PEMBENCI PK JOKOWI HINGGA PEMAKZULAN GYBRAN SERTA TANDA MAKAR TERHADAP PEMERINTAH ADALAH RIZACOLID YG SEKARANG JADI DPO",0,2025-09-07T10:12:25Z
@SuyonoOke-y5p,"Butuh dukungan dari masyarakat, sebab saat ini banyak kelompok yg menghambat kerja p Prabowo, dengan membikin kegaduhan",0,2025-09-07T10:11:48Z
@tamboensastra9747,Kekuatan uang nya bs menggerakkan sluruh massa dari berbagai provinsi 🎉,0,2025-09-07T10:09:23Z
@royalstg8857,Trs pak gasak trspara koroptor,0,2025-09-07T10:08:52Z
@Tynus-xv1ue,OMON OMON,0,2025-09-07T10:07:25Z
@Milky_urakawa,Aku yakin pemerintah tdk akan berani tangkap dan proses Riza chalid terlalu kuat,0,2025-09-07T09:58:20Z
@UdinWahyudi-i5z,"Tangkap jangan di jebloskan ke penjara tapi hukuman tembak .
Riza calid apa juga termasuk kelompok Yaman  ?",0,2025-09-07T09:55:29Z
@suparminjombang,ORG2 JOKOWIDODO PASTI KEBAL HUKUM😅😅,0,2025-09-07T09:52:45Z
@sodhiqsidhuarta823,Sekuat repuplik ini krn di dalam kabinet penuh mafia,0,2025-09-07T09:46:05Z
@firmanNursyahadat,Jgn omon omon aja bro bukti kan,0,2025-09-07T09:39:03Z
@RoHadi-d6w,Jangan berikan bantuan hukum bagi yang terindikasi mapia pak presiden,0,2025-09-07T09:36:08Z
@Scalping-1,Bacot periksa Luhut sama geng solo dulu,0,2025-09-07T09:30:49Z
@wendylestari7453,Prabowo pasti bukan permainan,0,2025-09-07T09:15:55Z
@matburki5488,"Riza Halid waktu telah berakhir 
HUKUM Panglima tertinggi di Negara Kesatuan Republik Indonesia,
 kamu harus bertanggung jawab atas Koropsi MU 😂😂😂😂😂",4,2025-09-07T09:14:35Z
@blackman7792,Maju trus pak BPK sama rakyat BPK berjuanglah pak,0,2025-09-07T09:07:40Z
@SITIKIRANI-e5z,"Berantas semua koruptor Indonesia secepatnya, pak presiden Prabowo Subianto, buktikan kepada seluruh rakyat Indonesia 💪🙏",0,2025-09-07T09:03:30Z
@Arman-u2d5p,Bersih kan bos lresiden bisa,0,2025-09-07T09:03:17Z
@Arman-u2d5p,Dia bukan pattriot kalau jual  neggri,0,2025-09-07T09:02:49Z
@Arman-u2d5p,Beku kan semu asett  mpia ter masuk rekening  koruptop abai kan semua  pubblik gas pol presinen bisa,0,2025-09-07T09:02:02Z
@winarnowinarno9629,BUKTIKAN  PAK JNGN  OMON2  DOANG,0,2025-09-07T08:56:23Z
@sudirmanbadrun1501,Riza Cholid kapan di tangkap ?.,0,2025-09-07T08:44:24Z
@Tunadi68,Antek amerika,0,2025-09-07T08:38:45Z
@suketteki4538,Liat mukanya rizal calit aja sudah kliatan kalau dia manusia nggak beres ... Tangkap n Krangkeng seumur hidup,0,2025-09-07T08:33:27Z
@muhammadmahyudin1145,Ngeri juga nih... Tak sanggup untuk memikirkannya... Semoga sukses 💪💪💪🙏.,10,2025-09-07T08:33:19Z
@niarahma4775,Prabowo tak mampu menangkap RizaChalid,0,2025-09-07T08:22:46Z
@BRILIANT660,Semoga Pak Prabowo menghapus korupsi di indonesia amin,0,2025-09-07T08:14:15Z
@jeesssyisjtidla9551,"Cepet Pa ucapan  Bp masih angat, suruh kopl suruh sersan mayor janganditasnya, diatasnya sudah terkontaminasi.",0,2025-09-07T07:18:52Z
@jeesssyisjtidla9551,"Subhsanalah, masih ada orang  yang masih di depeo dalam eehariain bergesekan hidup dasar konoha,!,!!,",0,2025-09-07T07:13:44Z
@juraimibujang6984,Pihak atasan dan Pegawai2 yg korup buat sesaorang tu *Untouchable*,0,2025-09-07T07:11:06Z
@rudipadang151,PAK PRESIDEN KU PRABOWO . .KAMI BESAMA MU . .TAMGKAP TIKUS NEGARA RIZA HALID . . 💪💪💪💪🇮🇩,0,2025-09-07T07:08:30Z
@djaenudinadjot1386,"ASSALAMUALAIKUM PARA KORUPTOR HUKUM MATI SAHKAN  UU PERAMPASAN ASET UNDANG UNDANG KETENAGA KERJAAN, UDAH WAKTUMYA, INDONESIYA EMAS, HAYO BP PERESIDEN PERABOWO BUKTIKAN,KAMI PENDUKUNG BP,HARUS AMANAH JANGAN TEBANG PILIH.",0,2025-09-07T07:08:03Z
@nabilnazmi1668,Mantan jendral atau masih berkuasa kemungkinan ada oknum nya,0,2025-09-07T06:51:51Z
@susimasita9617,"Pk presiden klau memang ingin memberantas koruptor dn sdah dpt vonis  jngn diberi pengampunan ,dn buktikan RUU perampasan aset para koruptor wajib disahkan",0,2025-09-07T06:45:26Z
@sugiantosugianto3308,"Kalau DPR memble,para pendemo sebagian segera pindah demonya  ke rumah mafia migas yg merampok uang negara .",0,2025-09-07T06:38:40Z
@marukotamae,Nama bapak persident hebat untuk menuntaskam korupsi itu harus diberantas mafiaya,0,2025-09-07T06:07:19Z
@santoso-u6i,"Riza Chalid adalah pemasok minyak murah kepada Sahroni yang di jual ke kapal asing, inilah mafia yang sebenarnya",0,2025-09-07T05:56:06Z
@babib_378,kalau pemerintah aparat kalah dengan korupsi mau dibawa kemana negeri ini boss.,0,2025-09-07T05:50:38Z
@purnamasarisui7474,Bisa hancur benar kl ketemu org seperti ini yg kebal hukum.apa pemerintah bisa kalah kan seorang itu.bearti uang nya sdg banyak melebihi negara shg TNI aja takut sama koruptor koruptor itu.dosa nya besar .azab yg akan menimpa diri nya..koruptor kok jd jahat benar tak berperasaan,0,2025-09-07T05:48:11Z
@Ibrahim-l6w1q,Gas terus pak Prabowo jgn omon omon aja,0,2025-09-07T05:46:29Z
@lewudayak7739,Semangat pak klo perlu koruptor hukuman seumur hidup atau mati,2,2025-09-07T05:46:06Z
@thomasksatriagurkha7,Vid 06/09/2025,0,2025-09-07T05:44:11Z
@hasnachannel8171,Geng yaman,0,2025-09-07T05:28:43Z
@allatifmahestria383,Lawan mafia mafia BBM yg merusak bangsa indonesia..bapak Prabowo 👍👍👍💪💪💪,0,2025-09-07T05:19:56Z
@NugrohoUtomo-q9u,"SEHARUSNYA NKRI LEBIH KUAT DR PADA REZA CHALID.SEKAYA APAPUN NEGARA LEBIH PUNYA KEDAULATAN DI AKUI DUNIA INTERNASIONAL.SAMPAI KALAH YG KATANYA PENYOKONG DANA DEMO REZA CHALID SANGAT MEMALUKAN SEKALI.MASAK NEGARA KALAH DG REZA CHALID....HARUS DI CARI DAN DI BURU.INDONESIA PUNYA BENDERA DAN HUKUM....MASAK MENANGKAP CUKONG2,PENDANA DEMO GAK BISA DAN LAMA....👌👌😜😜😜😇😇😇😇😇😇",0,2025-09-07T05:17:30Z
@garudarajawali999,"SAATNYA  MEREKA DIISTIRAHATKAN , MAAF  COY GANTIAN 🙏",0,2025-09-07T05:12:29Z
@yayansaepulbakrisaepulbakr3884,Buktikan pa prabowo rakyat pasti mendukung,0,2025-09-07T05:11:47Z
@garudarajawali999,MAIN2 DGN  SUKABUMI YA,0,2025-09-07T05:10:51Z
@LokaJaya-g5m9y,Tidak usah bawa bawa sumpah klw janjimu gak bisa kau tepati.desak dpr untuk mengesahkan RUU perampasan aset serta koruptor di hukum mati .. .,0,2025-09-07T05:09:45Z
@HafniWulansari,Turunkan harga sembako,0,2025-09-07T04:57:13Z
@shaqueenatabindafauzi407,Rakyatt tidak bodoh..oknum2 yg coba membuat narasi jelek di era pa Prabowo ga mempan lagi...maju teruss pak brobowwooo❤❤,0,2025-09-07T04:56:54Z
@HafniWulansari,Kita banyak utang hasil korupsi utk bayar utang ke luar negri,0,2025-09-07T04:56:17Z
@helenarachelleiwakabessy5328,"apakah dia Tuhan Allah....?????
HAJAR MEREKE SEMUA, SIAPAPUN MEREKA 😡😡😡",0,2025-09-07T04:55:20Z
@SudiroLancar,"Rizal chalid itu imigran yaman, nadiem makarim imigran yaman,Anies imigran yaman,faisal asegaf imigran yaman, rizieq imigran yaman,bahar smit imigran yaman.. Bgitulah cara imigran yaman ingin ngusai indonesia.. Dgn memunculkan Anies sbg plecident agar bisa ngusai indonesia",0,2025-09-07T04:35:31Z
@paksuparno4700,"Jika p. Prabowo bisa bersihkn koruptor , sampai dg mafia2 tambang dll. Akan tercatat presidn RI papiling jozzz❤",0,2025-09-07T04:15:52Z
@mandayoganata508,Edan ternyata korup terbesar ketahuan juga,0,2025-09-07T04:11:39Z
@CUGAO02CemaraAsri,Jadi teringat Pak Raden,0,2025-09-07T03:57:51Z
@newsfunkidsportupdate5204,"Pak presiden, anda tidak melawan eskobar yg punya pasukan elit dan prajurit, anda hanya melawan Manusia serakah",0,2025-09-07T03:49:48Z
@AndiSppd,"Jgn omon2 aja BPK presiden H.prabowo.....buktikan secara nyata agar seluruh rakyat mu ini kembali percaya dengan kepemimpinan bapak untuk Indonesia ini demi kesejahteraan rakyatmu...........selaku seorang pemimpin jgn pernah tunduk dengan siapun,siapapun pelaku koruptornya sekuat apa pun para pelindungnya tetap disikat..........",2,2025-09-07T03:44:24Z
@tatangmekanik6436,10 prabowo gk bkl sanggup.aDa.kabinet nya ikut melolos kan biar KABUR .😂😂,0,2025-09-07T03:41:24Z
@PrimaCell-m8k,Rupane gilani,0,2025-09-07T03:36:38Z
@OppoA15-f9p,Mafia berjalan karena ada yang kerja sama.... Mksh,0,2025-09-07T03:23:17Z
@OppoA15-f9p,"Seluruh itansi dan Lembaga, setidak tidaknya Satu Tahun cek dan KONTROL.... pasti lenyap Mafia nya.... Mksh",0,2025-09-07T03:22:02Z
@badriyanto-w9g,"Strategimu smga jitu pak,aku tdk akan menyesal memilih anda biar mreka saja yg sakit hti menghujatmu BUKTIKAN bhwa PRABOWO bkn presiden OMON"" 👍🏻 rakyat msh trllu byk yg mencintaimu & berharap JENDRAL buatlah SEJARAH di negrimu ini yg trllu byk TIKUS rakus",0,2025-09-07T03:19:32Z
@khoirulanwar742,Rakyat Indonesia mendukung mu pak presiden,0,2025-09-07T02:45:25Z
@DenbagusSireng-td3yd,Omon2,0,2025-09-07T02:18:14Z
@AkuSaya-qz9sf,"80 nama sudah di tangkap dalam 10 bulan,ini seh the best gas level tertinggi pemberantasan korupsi",0,2025-09-07T02:05:42Z
@mikomiko3176,Tolong segera di sah kan UU perampasan aset,0,2025-09-07T01:35:18Z
@asiyahaura-r8m,Jalankan Penyerahan / pemberian aset lebih baik dari perampasan aset,0,2025-09-07T01:27:12Z
@SuradiDi-rw8bv,Imbang sama Jokowi,0,2025-09-07T01:17:07Z
@FrtibutYanto,Semangat Riza Khalid..Roy Suryo aja gak ditangkap sampai sekarang 😮😅😊,0,2025-09-07T01:12:03Z
@rizki4476,Dagelan prabowo,0,2025-09-07T01:04:31Z
@SyafrizalBangko,Bapak.siapa.yg.membuat.keributan.di.indonesia.harus.bapak.he.ntikan.kapan.perlu.di.usir.dari.jndonesia.ini.emang.nya.nenekmoyang.nya.yg.punya.indonsia..ini.kalau.bapak.parabowo.tidak.melakukan.yg.positif.bapak.parabowo.bakan.suli.memimpin.negara.ini,0,2025-09-07T00:49:02Z
@AjoPalala-tn7fo,Pak probowo arus ukum mati korupsi supaya bapak menjadi persiden terkuat dan di segani rakyat indonesia di takuti pejahat korupsi cotoh cina sukses rakyat bang ga sama pempinya,0,2025-09-07T00:05:42Z
@SupriantoPri-z1r,Omon omon,0,2025-09-07T00:01:27Z
@fanolobuulolo5899,"mana ada yg bisa tangkvap orang kakap korupsi,,bukankah",0,2025-09-06T23:59:17Z
@Publicenemy69-IA,"Ciri 2 orang Jokowi itu kebal hukum lihat Silvester,Ridwan Kamil,Kofifah indra dan Riza KHalid ini Krn polisi dan KPK itu orang jokowi.",0,2025-09-06T23:55:22Z
@GojekGojek-v6c,"Rakyat hanya bisa berdo,a semoga pak prabowo bisa menghancurkan para koruptor",0,2025-09-06T23:22:25Z
@Iskandar_Mdn,"Mafia minyak beri Setoran untuk pelindung,.",0,2025-09-06T23:16:43Z
@FaizIzun-t7s,Oh ini yg ndanai ba'alawi,0,2025-09-06T23:10:06Z
@husnipanarya6969,"Akhirnya berakhir Riza calid,,,,,,,,,,, dihantam Rakyat.!!!!!!!!!!! /",0,2025-09-06T22:54:49Z
@Titovanjava,Untung aja bukan Anis presidennya...kalau Anis presiden rc makin kuat..😂,0,2025-09-06T21:47:11Z
@pantastis,"kami rakyat Indonesia dr barisan pak prabowo akan senantiasa mendukung pergerakan bpk....
     jangan prnh kwtr do'a kami semoga pak prabowo sklrg dan smua pembela senantiasa dlm kesehatan dsb demi Indonesia hgg rakyat jelata merasakan sejatinya kemakmuran dan bukan kemakmuranya penderita'an 🙏",17,2025-09-06T20:35:09Z
@adefnamikaze369,Dia juga pemberi modal kampanye  .,0,2025-09-06T20:11:30Z
@aryilham875,Presiden dagelan sibuk cari kambing hitam,0,2025-09-06T20:04:32Z
@Neextlevels,"Tangkap satu org td bisa, kirim mata mata sebanyak di malaydes dan Singapura",0,2025-09-06T19:53:10Z
@muhamadfauziramdani6052,0:14 itu kandidat samping bapak 😂😂😂,0,2025-09-06T19:41:59Z
@Satria-wb2np,Reja. Calid. Harus. Di. Ya gkap. Di. Adili,0,2025-09-06T18:56:16Z
@DjokoPrayitno-td6hz,Buktikan  rayat mendukung,0,2025-09-06T18:44:41Z
@danilboy1316,Sama dengan km50 pelakunya teroris polri tak tersentuh,0,2025-09-06T18:43:54Z
@widiyantowidiyanto2170,Bertindak wok gk omon omon doang,0,2025-09-06T18:06:05Z
@RachmadBramastara,Kalau sudah ditangkap dan diproses hukum dengan sidang yang bertele-tele kemudian di kasih abolisi dan amnesti itu sama artinya menghambur hamburkan uang rakyat sekaligus menimbulkan mosi tidak percaya lagi kepada Prabowo. Salam waras salam NKRI harga mati,0,2025-09-06T18:02:48Z
@Redmi12C-j1y,Kembalikan uang rakyat ke rakyat jika tidak maka azab dunia dan akhirat insya Allah akan mendatangi para koruptor cepat atau lambat..aamiin yarobbal aalamiin.,0,2025-09-06T17:25:30Z
@anggawahyudin4595,"Si Raja Migas , menjadi bayang""  dan akan selalu menghantui NKRI .. mampukah mereka di jerat hukum mati ... ...",0,2025-09-06T17:09:20Z
@senitnit2875,Segera buat uu dari aspirasi rakyat agar hukum tidak lemah dan korupsi tidak merajalela,0,2025-09-06T17:07:04Z
@teguhwiyono3719,SEJARAH MEMBUKTIKAN SEKUAT APAPUN MELAWAN PEMERINTAH YANG SAH AKAN TETAP KALAH,0,2025-09-06T16:49:53Z
@sambas5137,"Ayo Pak Prabowo zakatkan sisa umurmu untuk rakyat. Anda pemimpin kami saat ini. May Allah be with you, always.",7,2025-09-06T16:30:29Z
@YohanesHambur-ex9ee,Ah tdk percaya tak saling kenal baik😂😂😂😂sudahlah negara sebentar lagi akan ambruk,0,2025-09-06T16:30:14Z
@RizqiPutra-j2q,Prabowo cuma omon2 cvk,0,2025-09-06T16:13:31Z
@putikangel610,Riza chalid wajahnya ko mirip Rizieq Shihab,0,2025-09-06T16:10:01Z
@putikangel610,dikit-dikit menyalahkan pihak asing,0,2025-09-06T16:08:10Z
@dirjadirja1884,Hukum alam paati terjadi siapapun dia,0,2025-09-06T16:07:04Z
@killinginside5031,"Serahkan dia kerakyat pak 
Asalkan tni tidak melindungi dy.soalnya kita pro sama tni 

Biarkan hukum alam yg bekerja pak kasih kami perintah langsung untuk bertindak kami rakyat siap siaga",0,2025-09-06T16:06:28Z
@Bilalrabbani8,Saya sangat yakin. Yg menggiring konten negatif tentang presiden prabowo itu para ternak para mavia. Mereka berseru agar rakyat pesimis dng kinerja nya. Saya bkn pro beliau tapi saya yakin beliau akan membasmi para hama negara.,1,2025-09-06T15:56:23Z
@Thahirul-u4w,Jg hanya bicara presiden buktikan angkap koroptor kalau tidak rakyat yg akan merampokruma koroptor dg jalan demo yg lebi besar,0,2025-09-06T15:53:46Z
@SitiAmalinah-c7e,Kejaar terus koruptorr ...klo di cinaa udh d mampusiinnn koruptor...hati2 prabowo bayak orang baaik depan bp ..d belakang nusuk mo cari keuntungan pribadi ..musuh dlm selimut ..🎉🎉,0,2025-09-06T15:40:34Z
@HelloBrads-s4w1b,Selamatkan bangsa ini pak Presiden.....miskinkan para koruptor dan para penjilat ..laknat dari bumi indonesia,0,2025-09-06T15:35:01Z
@HelloBrads-s4w1b,Kondisi bangsa ini sudah rusak semenjak reformasi ...dan terparah 10 th Jokowi berkuasa.....orang2 yg baik..jujur...tegas...dan amanah sepertinya sudah tersingkir....KLO muncul org baik..jujur...tegas ..amanah....justru akan di musuhi...di fitnah...dan akan disingkirkan....makanya ketika pak Prabowo berusaha menangkap para koruptor....pasti para penjilat akan terus memusuhi.bahkan berusaha menggulingkan pak presiden....sabar dan yakin pak presiden...karena itu tujuan baik semoga tujuan luhur BPK tercapai demi memperjuangkan rakyat,0,2025-09-06T15:32:58Z
@Susanto-l8r,"Dari dulu tidak pernah disentuh.!!

Apakah Kejagung dapat memenuhi janjinya??? BUKTIKAN...",0,2025-09-06T15:29:40Z
@ElRaka-h4i,Reformasi total sistem pemerintahan mereka udah makan duit haram Riza Chalid semua pak Prabowo harus jeli kabinet relasi partai koalisi mereka terikat balas Budi KPD Riza chalid,0,2025-09-06T15:25:00Z
@ElRaka-h4i,Kalau semua bin hakim semua pemerintah udah di beli ya hukum GK bakalan bergerak ibarat bajai sopirnya lumpuh karna mereka orang bayaran R Chalid 😂😂😂😂😂,0,2025-09-06T15:22:24Z
@JafarRumbara-s7s,"Selama ini cuma bpk yg bisa mmbuat para koruptor yg di hukum,tangkap sj Pak, Sehat selalu",0,2025-09-06T15:19:06Z
@JafarRumbara-s7s,"Pak Presiden, Memberantas kejahatan yg menyusahkan kebanyakan rakyat adalah tugad mulia,semoga bpk selalu sehat dan dilindungi Allah S.W.T",2,2025-09-06T15:16:17Z
@ratihsanggarwati8451,"Hukum mati semua koruptor pak Prabowo, seluruh rakyat Indonesia dr Sabang sampai Merauke mendukung mu . Bersihkan koruptor dr bumi Pertiwi, biar Indonesia gemah Ripah loh jinawi, rakyat hidup sejahtera negara jg maju❤❤❤",0,2025-09-06T15:03:30Z
@handokoC291,Demo begitu besar pasti ada danatur besar,0,2025-09-06T15:00:05Z
@sukonosukono7541,mantap pak pres,0,2025-09-06T14:59:10Z
@eshoras,Why untouchable???,0,2025-09-06T14:48:04Z
@santocoyo519,Bohong pk,0,2025-09-06T14:31:36Z
@AgusSaepudin-q7d,Buktikan pak presiden jangan omon omon aja...karena stabilitas BPK di pertaruhkan,0,2025-09-06T14:30:24Z
