stopword removal,Score,Sentiment
langsung tindak omon wo,1,Positif
warisan keturunan penjajah belanda tertinggal indonesia berusaha menguasai indonesia apapun pulangkan orang asalnya,0,Netral
muka durjana indonesia,-1,Negatif
rakyat indonesia mendukung presiden prabowo subianto berantas koruptor akar akarnya koruptor penghambat kemajuan negara indonesiamenghambat rakyat hidup sejahtera semoga presiden prabowo subianto mas wapres gibran sehat rakyat indonesia sabang merauke sehat allah swt menjaga melindungi amin,1,Positif
qorun qorun tarim yahudi yaman cecenguk belandaa antek blandaaaimigran yangg ngelunjakk tarim yaman,-1,Negatif
bismillah bantu doakan prabowo berhasil mengungkap kebenaran menyelamatkan harta rakyat indonesia,2,Positif
pelindung kuat bintang dilangit,0,Netral
tuduh riza khalid tangkap pedro,-1,Negatif
negara kalah mafia,-2,Negatif
semoga presiden allah sehat amin,2,Positif
tekad bapan pemeriksa keuangan presiden maju ragu,0,Netral
masarakat suruh tangkap hidhp hidup korupsi kali menangkap hidup hidup cepat,-3,Negatif
hukum mati koruptorbapak presiden prabowo wajib sahkan hukum mati koruptor,0,Netral
lindungi terlibat korupsi kuat,0,Netral
sok hendro priyono tungangin asing murni rakyat indonesia marah,-1,Negatif
iya rampas hartanya miskinkan semya kirup,-1,Negatif
prabowo indonesia bersih koruptormaka kpk lembaga independen maksimal menghabiskan koruptor hukuman matiklu indonesia berani mendirikan hukuman mati koruptor koruptor merajalela,-2,Negatif
hidup presiden jangang takut siapung kecuali alla apalabgi pengang kendali takut,0,Netral
negara hancur akibat pemimpin setir mafia negara negara atur mafia,-1,Negatif
negara maju maju akibat mafia negara risa holid koroni kroni,-2,Negatif
risa holid mafia pertamina jaman harto,-3,Negatif
buktikan prabowo mantap rakyat membela pemimpin rakyat samping,0,Netral
hukum bujuk duit,0,Netral
segara lakukan hukuman matin rendahan sampah negara bersih tikuskotor matiin sampah kotor,-4,Negatif
kumpulkan bukti langsung jemput,0,Netral
halah omon,-1,Negatif
mas prabowo membasahi korupsi undang perwakilan masyarakat adat tokoh agama disemua propinsi dijamin rampung,0,Netral
prabowo berpesan kejar antartika,-1,Negatif
selemah pejabat berdayanerima sogokan jumlhnya miliaran bodoh rkyt pjbt bersenang,-2,Negatif
gembong baalawimafia baalawi,0,Netral
jaman jokowi tangkaptp kayak berani negosiasi hidup reza khalid,-1,Negatif
semoga sehat prabowo subianto semangat menerus pemberantasan mafia kuruftor,-1,Negatif
bravo prabowo,0,Netral
janji hutang,-1,Negatif
knapa kaum migran yaman nkri songong defortasi,0,Netral
mrbean,0,Netral
kayak muka mrbean,-1,Negatif
rc gampang presiden sepenuhnya menumpas mafia sekeias apapun,-2,Negatif
tersentuh pemimpin pejabat negeri makan suqp,-2,Negatif
pohon duitayo pakai presiden hanjurkan koruptor,0,Netral
habitatnya riza chalid jarah masyarakat,-1,Negatif
jabar dukung presiden,3,Positif
hidup bravo presiden prabowo,1,Positif
jelaasss negara kalah penjahat,-1,Negatif
risa jadikan no kejar lobang semut lolos makan sumpah,-3,Negatif
orang pengaruh indonesiamerugikan bangsa cari hukim mati,-1,Negatif
semangat president,0,Netral
kantor busat megas disikat lur srby jawa tenga jkrt,0,Netral
hukum matigorok koruptor rampok kekayaan negara merugikan rakyat indonesia hukum mati disahkan pamarintah dewan perwakilan rakyat,-1,Negatif
pangung sadiwarakalang elit bermainmasih bandit bandit kalang kalang perseidaen proliritas keklpok partai menikmati mehilangsuatu bisalebih demo bekar dukung dewan perwakilan rakyat mpr rakyat muak janji janjiq muak parah elit elit percaya pemerintah,-6,Negatif
bukti,-1,Negatif
sekuat apapun melawan takdir allah swt,1,Positif
allah swt melindungi orang jalan allah kebaikan umat manusia amin kali yra,5,Positif
mundur melebihi kekuatan rakyat mendukungmu,1,Positif
biang kerusakan bapaknya risa alias sukir,-1,Negatif
orang kayak hasil korupsi penggelapan pajak tiarap youtuber indonesia pergerakan melawan penjajahan perbudakan ekonomi rakyat kenikmatan perbutan curang jahat kekayaan alam bangsa indonesia,-3,Negatif
presiden dikelilingi orang licik kejam ayo rakyat bantu beliau memberantas koruptor youtuber berhenti mengekspos orang disekitar penjahat koruptor negara kekuatan nitizen rakyat memberantas tikus ekonomi rakyat,0,Netral
muka riza khalid minum minyak mentah,-1,Negatif
omon omon buktikan rakyat presiden bertindak,0,Netral
iyadia bermain api negeri jiran bikin gaduh nkri,0,Netral
telek percaya rkyat pempin keputusan merugilan rkyat rkyat sulit bernafad kelaparan,2,Positif
waspada ular gurun,-1,Negatif
semoga orang gua tinggal gua sikut ikat kasih prabowo takut kasih duit lupa menangkap buktinya era orang kuat shinobi konoha semoga kuat godaan duit,-3,Negatif
oligarki biayai anis n ganjar,0,Netral
pmerinth takut pelaku koruptor mafia dibyr mafis migas pmerinth takut plaku koruptor migas ditngkp pihk oknum aprt hukm mntri dewan intnsi lainya terlibt kpk takut pr jndral mntri pejbat tighinya trlibat korupsi jmlh rkyat polisi pr jndral trlibt rkyt tni mngayomi rkyat pnerinth uang negra dimainkn olh pjbt jmn mju mj pelku koruptor tni rkyt betsatulh lu mmerngi pelku koruptor hukmn mati miskin pelku dijmn megwati uu lu mmmiskinkn koruptor megwati melrngbya diera prbawo megwati mlarangnya mt rkyt terbuka megawati campur pmbuatn uu megwati hk kecuali hukmn mati berni pribadi mlrang kpntingn rkyat,-3,Negatif
sehat umur bapan pemeriksa keuangan prabowo presiden riaamiin,1,Positif
bodo ngantuk mendengarkan nya,-2,Negatif
hukum tumpuldan berani riza khalid serahkan masyarakat,0,Netral
istilah kuat kuat selagi nyawa aktifnya bos,0,Netral
trilyunan milyar mengacaukan negeri,-1,Negatif
prabowo perpanjangan tangan jokowi menangkap riza kalid bos minyak berurusan negara,3,Positif
tunjukkan biyar peryg terbaik,1,Positif
muadahhan prabowo menangkapnya biidnillahkida doakan,0,Netral
orang tersentuh sifat,-1,Negatif
buktikanbos,0,Netral
kecuali sekjen pdip bebaskandemi mas bowo,0,Netral
dalang riza kholid kelompok radikal indonesia,-2,Negatif
lihat lid hukum tuhan doa nurut lid lid,2,Positif
datangi rumah rakyat mengadili,0,Netral
rakyat allah kuasanya,1,Positif
allah hukumlah keadilan kebenaran,1,Positif
prabowo rakyat mendukung ayo maju,1,Positif
lanjutkan presiden ri prabowo subianto,2,Positif
bravo nkri habisi takot orang menang rakyat berdaulat bersatu dukung habisi koroptor nkri terang bersinar allah huakbar,1,Positif
riza khalid orangx mulyono,0,Netral
semoga cepat selesai presiden bersih koruptor pandang bulu bersih korupsi indonesia makmur hidup indonesia ku semoga bebas koruptor indonesia,1,Positif
chalid klan baalawi,0,Netral
koroptor sentuh hukum serahkan petrus,0,Netral
ayo presiden prabowo tangkap riza halid bikin kisruh bangkrut,-1,Negatif
percaya ketegasan prabowo bukti penangkapan nyata kuroptor orang bukti merugikan negara,-1,Negatif
biang keroknya inibant rc,0,Netral
riza khalid kuat banget orang memback up orang kuat nkri kebersamaannya riza khalid terkuat indonesia,1,Positif
tangkap biyrkn kekayaan indonesia hbsin,0,Netral
persidenpun rakyat bergerak,0,Netral
negara indonesia merdeka koruptor,0,Netral
tunggu bosque janjinya,0,Netral
sekuat negara ri buktinya berani mengungkap,0,Netral
ayopak presiden brantas koroptor omon omon rayatmenungu janji pakprabowo,1,Positif
sahsahuu perampasan aset koruptor sah hukuman mati koruptor sahsahsah,0,Netral
muka yaman,0,Netral
anak orang tua dimana boponya,-2,Negatif
mafia koruptor diambil aset asetnya negara bayur hutang negara rakyat sejahtera hutang negeri buang buang anggaran diklat pelatihan studi banding apapun ituharus dihentikan kecuali kesatu kesehatan pendidikan perbaikan jalan bermanfaat rakyat,-2,Negatif
rakyat dibelakang kuat dunia takut allah melindungi kuasa,2,Positif
takut prabowo,0,Netral
ayo laksanakan kalah mapia masyarakat blakang tangkap gantung,-2,Negatif
uu anti korupsinya disahkan dewan perwakilan rakyat mengesahkanterbitkan perpu,-2,Negatif
riza chalid buronankelas kakapkejar hukum mati riza chali,0,Netral
sikaat habis riza lhalidketurunan pki yaman,0,Netral
rakyat indonesia dukung pemerintah bikin uud hukum mati koruptorsalam komando,1,Positif
partai belkngnya danaumakanya kebal hukum,0,Netral
negara dikalahkan mafia hukum mafia migas mafia pangan pertahanan kamtibmas dikendalikan mafia mari dukung pemerintah bangsa kuat,-3,Negatif
silfester tangkap belok truzzz,0,Netral
prabowo omon takut mafia minyak koruptor,-1,Negatif
kejar prabowosampai akar akarnya semoga allah mu kekuatan kesehatan,1,Positif
iya kejar antartika peluk seerateratnya sematkan penghargaan,-1,Negatif
semoga bapan pemeriksa keuangan presiden kesehatan perlindungan jauhkan orang zolim,1,Positif
pakai rizal kuat kabur sembunyikan,-1,Negatif
kuatnya masarakat insonesia nereka asli pribumi,1,Positif
wkwkwkwkwkwkpantasan pertamina rugi truskasihan,-1,Negatif
berikanlah pemimpin amanah takut mu roob,1,Positif
alhamdulillah prabowo lebaik mati koruptor meraja lela,0,Netral
persiden rakyat hayoo berantas koruptor kls kakap akar nyasejahterakan rakyat,0,Netral
tangkapsita hartanya hukum mati negara kalah mafia,-2,Negatif
check harta super kayak mafia migas ri pejabat kayak raya negara rakyatnya miskin prabowo berani negara kayak raya pejabatnya lihat negara china contoh minimal negara kayak negara kuat rakyat hidup damai,-6,Negatif
sejarah dunia presiden republik indonesia berhasil hukum riza cholid sejarah nkri terukir amin,2,Positif
orang brengsek penghiyanat negridi indonesia bersihkan rakyat lekas sejahtera tulung allah amin,0,Netral
remehkan kelompok peninggalan belanda semoga nkri utuh kebhineka anya,0,Netral
bikin ruwet prtai politik koruptor berlindung naungan prtai politik,-3,Negatif
kali,0,Netral
kejar koruptor koruptornya disamping,-1,Negatif
maju pakami dukung,1,Positif
pasukan senyap panaskan,-1,Negatif
tumpas mafia mafia negara indonesiapak presiden rakyat mendukung sahkan uud perampasan aset koruptor laknatdan miskinkan,-2,Negatif
ayo prabowo semangat gegrakan hancurkan gurita korupsi negeri akarnya nama dikenang presiden pemberantas korupsi terbaik indonesia bahjan dunia berani sukses memulihkan nama disematkan penculik era orde doa semoga sukses negara bebas korupsi negeri negeri makmur sejahtera membahagiakan rakyatnya amin,4,Positif
riza chalid pria kelahiran anak pasangan chalid bin abdat siti hindun binti ali alkatiri ibunya keturunan arab abdat salah marga berasal hadramaut yaman marga golongan habib keturunan nabi muhammad alkatiri marga berasal hadramaut yaman langsung terkait keturunan nabi,-1,Negatif
jujur merasakan lubuk hati prabowo presiden jujur niat hati memakmurkan negeri kit tercinta indonesia semoga prabowo lindungan allah swt amin,2,Positif
mnusia yag rakus danmerusakpasti hancur,0,Netral
kekuatan melawan penegak hukum jujur,1,Positif
mafia pertamina pabrik singapura sebanar milik colid sekeluarga menguasaii pertamina keluarganya,0,Netral
hendro priyono waspada i komporrr,0,Netral
nyali nyali sapuh bersi hasil bersih,1,Positif
senantiasa mendoakan bapan pemeriksa keuangan,0,Netral
seram mukanya kayak siluman goblin cat warna hijau,-2,Negatif
pemicu demo besaran tegaskan jeratan hukum,-1,Negatif
tangkap biarkan bebas priksa butul,-2,Negatif
mudhn kberanian bp mcn meong,0,Netral
semoga presiden prabowo dilindungi allah swt amin,2,Positif
bin menyelesaikan,0,Netral
momen kesempatan empuk musuh nkri aksi perusakan menghambat kemajuan nkri bin mendalangi mendanai kerusuhan kota kemarin,-3,Negatif
maju prabowo sesuai ucapannya,1,Positif
rakyat mendukung penuh presiden prabowo membasmi korupsi wilayah indonesia,-1,Negatif
semoga prabowo lupa menyebut nama allah,2,Positif
mnteep presiden rakyat bersamamu,2,Positif
dewa mafiajaman harto tinggal namaayo adkan petruusssbiar maju negara indonesia raya merdeka allah tidur nakal buktikan prabowo sampean kak jenderal perang pasukan berani matirakyat mendukung mu iuuusemoga perlinduan nya swt amin yra,-3,Negatif
lupa korupsi lingkaran kekuasaanmantan pejabat babat habis bak duri daging miskinkan,-3,Negatif
masak negara kalah mafia mseusak negeri cuman omon belaka basmi tikus perusak negeri,-4,Negatif
pakai doakan semoga allah melindungimu indonesi hilang pejabat korop bapan pemeriksa keuangan lancar memimpinya amin,0,Netral
negara jadikan mainan mafia konon salah satunya ditulis judul video leluhur nusantara tinggal diam tunggu rakyat marah tinggal diam mari rakyatmasyarakat nusantara berdoa semoga orang serakah tamak karma buruknya dunia semoga orang jahat merusak negeri laknat allah swt amin allah,-2,Negatif
percaya demo oknum menyusup ampir disemua negarasalasatunya lawan politiknyadua orang terusik usaha gelapnya kerugian negara pengalihkan isu,-3,Negatif
dalang mengulang demon anarkis menggulingkan presiden prabowo karnah prabowo bersihkan kapitalis oligarki pejabat penghianat bangsa indonesia,-1,Negatif
negara rakyatnya jutaan kalah koruptor,-1,Negatif
memberantas korupsi ayolah bikin percayaa omon omon doang,-2,Negatif
presiden wajib meringkus merugikan negara pandang bulu,1,Positif
kekuatannya duit,0,Netral
nggedebuuuussskoruptor lo bebasin,0,Netral
allah presiden sumpah diingkari allah melindungi presiden amin yra,4,Positif
terbukti korupsi dihukum mati aset aset dibagikan rakyat miskinkami rakyat miskin mendukungmu priode,-1,Negatif
mantap presidenjgn takut menegakkan benaran rakyat bapan pemeriksa keuangan,1,Positif
sikaaaat koruptor,0,Netral
laksanakan terapkan hukuman seberat beratnya,0,Netral
tangkap orab duitnya rakyat,-1,Negatif
sehat presidenku berjuang kesejahteraan rakyat indonesia,0,Netral
wajahnya wajah keturunan arab,0,Netral
seriuus kaahpakbowo libas serius buktikan tangkap hukum mati rakyat antek anteknyarampas asetny miskinkanutk nutup pajak smuajangan peras rakyat pajak,-5,Negatif
asing mafia oneng,-1,Negatif
takut komantanmundur sajako takut koruptor andai komandan kejagungtinggal perintah tangkap koruptortoh anngota bergerak tangkapi koruptor,0,Netral
ambil aset reza chalid koruptor kelas kakap merugikan negara ribuan trilyun ketangkap hukuman matilah cocok untuknya,-2,Negatif
koruptor li n gka ran e ng mu ll o n o,0,Netral
prabowo omonk,0,Netral
the dark justice diterapkan,0,Netral
percaya bukti dihukum grasi amnesti,0,Netral
takut yanangkap riza cholitbuktikan bro,0,Netral
banyaknya koruptor ditangkap uu perampasan aset disahkan hasilnya buang garam laut,0,Netral
nurdin haliq tersentuh hukum presiden prabowo subiaktomaka sayakami rakyat indonesia ruang presiden ri prabowo subiaktoagar mafia mafia merugikan keuangan negara merugikan rakyat indonesia presiden prabowo subiakto menangkap proses hukum berat koruptor tampa terkecuali hukuman mati merampas harta aset koruptor lakukan presiden prabowo subiaktosaya mejadi pilihan pilpres kedepan hak kedaulatan memilih presiden prabowo periode,2,Positif
sabda padito ratu opo dikata terbuktikan kususya koruptor sapu bersih nkri kesejahteraan masarakan terbukti nyata,1,Positif
calon presiden nkri ganggu,0,Netral
serahkan masarakat beres,0,Netral
menampak dosa pilpres faham,-2,Negatif
omon presiden ucapan,1,Positif
rumah jarah kemarin kamar brankasnya duit dollar,0,Netral
namanya koroptor tangkap hukum mati kiamat indonesia maju,-2,Negatif
sinetron mari saksikan episode,0,Netral
maju presiden,1,Positif
maju prabowo tangkap riza kholidrakyat mendukung mendoakanmu,-1,Negatif
habisin mafia negara negara,-1,Negatif
semoga prabowo sehat membrantas koruptor amin,0,Netral
tenanora iki,0,Netral
apapun julukan sekuat apapun berhadapan pemilik semesta merasai azadi dunia sombong malaikat mncatat mengurangi melebihkan,1,Positif
maju prabowo presidenku semuga allah melindungi sehatkan,1,Positif
wowo sumpah riza halid mapia korupsi ditangkap,-1,Negatif
kepegangmana nih cholid,0,Netral
aparat menuding riza chalid dalang rusuh demo riza chalid aparat job rusuh simpel dalang rusuh negeri negara negara dikuasai mafia,-3,Negatif
pendemo brutal aparat salahkan adil,-2,Negatif
minyak milik negara dikelola perorangan semoga negara mengusutnya amin,1,Positif
pakai prabowo buktikan tangkap raja minyak riza chalidjelas saudaranya anis temannya abraham samad said diduini manusia pendukung riziq teroris terbesar duniahati negara tumpangi anak keturunan yaman yahudiinikah klompok grembolan biarkan selau mengacau pelarian orang koruptor,1,Positif
kepala ikan busuk prabowo tikus lari kelobang pantat kejar mafia koruptor meraja lela angkat tegakkan omongan janji janji prabowo penipuan pemerasan penindasan penjajahan rakyat nkri,-7,Negatif
kepala ikan otak,0,Netral
rakyat menunggu bukti padang bulu hukum bersalah,-3,Negatif
sita aset rekening bank koruptor bayar utang negara takuuuut,-1,Negatif
riza khalid berkelakuan riza khalid banyakini musuh rakyat negara,-1,Negatif
risal khalet pejabat perampok rakyat,-1,Negatif
rakyat percaya dewan perwakilan rakyat menghisap uang rakyat,-1,Negatif
ayo pengadilan rakyat rumah riza chalid raja koruptor indonesia,2,Positif
tenang prabowo presiden kesayangan rakyat indonesia rakyat bantujaga lindungi hadapi pakrakyat massa siaapp bergerak allahu akbar,1,Positif
presidenjangan takut memberantas koruptorkalau megara serangan koruptorumumkan nama namanya rakyat langkahnya,-2,Negatif
omon omon,0,Netral
prabowo indonesia bersih koruptor korupsi sahkan uu hukuman mati uu perampasan aset koruptor korupsi bubarkan lembaga lembaga indonesia gotu repot,-5,Negatif
pemerintah kalah mafia mafia mendarah daging indonesiarakyat indonesia saksi tidaknya ucapan presiden memberantas koruptor,-2,Negatif
negara pasukan tnipolri kalah gelintir mafia koruptor provokator makar semoga bapan pemeriksa keuangan presiden prabowo menangkap,-2,Negatif
tangkap lngsng hukum mati ijazah palsu bosan pola,0,Netral
bersihkan tangkap antek rc didalm negeri pejabat kroni artis binaan rc memegang kuasa negeri menerima titipan harta kekayaanya semoga prabowo sehat kuat penghianatan selimut korupsi maju pantang mundur,-3,Negatif
sigit cumsn mengomong coba buktikan,0,Netral
menguasai minyak saham terbesar hutomo mandala p tommy,0,Netral
ketangkep lepas,-1,Negatif
gayane orabowo habib membrantas bahar ucapanya maklum kibin ucapan kabib,0,Netral
uang bekinghakimnya dsumpelgnti kapolri,0,Netral
riza khalid sekutu nya balawi,-1,Negatif
berantas korupsi lawang ditangkap dilepaskan namanya omon omon,-1,Negatif
maju pantang mudur bapan pemeriksa keuangan presidensemoga allah melindungi,0,Netral
kembalikan kepercayaan rakyat buktikan janjimu,0,Netral
negara uang keruk kerusakan tebarkan orang kayak reza kholid hukum mati,-1,Negatif
pendatang haram yaman pki rizal achlid,0,Netral
bekukan aset koruptor kabur negeri,-1,Negatif
awas menghilang,-1,Negatif
tangkap hukum mati,-1,Negatif
prabowo tamgkap koriptor trrpidana dibrbasin lagiriza halid,0,Netral
jenderal pengkhianat bangsa sahroni jujur senjata top,1,Positif
tumbang tumbang rcmanusia bhatil cepat lmbt musnah hancurallah teguran presiden prabowosemoga rakyt menghukumnya hukum rimbarc biadab,0,Netral
tersentuh hukum biarkan rakyat sentuh,-1,Negatif
lawan presidenrakyat mendukungmu dijajah merdeka libas jenderal nkrl hrg mati,0,Netral
presiden kasih hukuman koruptor kayak riza chalid sungguh menyedihkansiapa presiden penguasa tunggal negara sekuat koruptor cuam lalat negara terkecuwali penguasa menikmati beda,-1,Negatif
tanah air indonesia subur dewan perwakilan rakyat kubur dewan perwakilan rakyat subur tanah airku indonesia,-1,Negatif
demo dukung riza rakyat muak dewan perwakilan rakyat sarangang perampok,-2,Negatif
tercium prabowo korupsinyainsaalloh lepaass,0,Netral
sepakat korupsi sifat merugikan menyengsarakan mengagalkan cita merusak sendi masyarakat pejabat pemerintah dewan perwakilan rakyat hati memberantas korupsi seakan bahan mencari dukungan korupsi dinegeri rakyat sengsara mewujudkan kesejahteraan rakyat indonesia prabowo membuka jalan pemberantasan korupsi pemberantas korupsi indonesia,-10,Negatif
wauu krent bp presiden bangsa negara sayang rakyat bp prabowo,1,Positif
pengin kejar antartikadenger dengar rija halid kabur tetangga malaysiacoba prabowo tangkap,-2,Negatif
brantas koruptor habisin akar akar,0,Netral
jagan memalukan p prabowo mantan tni babat habis tni rakyat fungsikan dwi fungsi menghalang halangi kelompok merekalanjut prabowo,-3,Negatif
apaka kinerja p banyaknya uang korupsi pejabatnya,0,Netral
judul presiden vs mafia donald trump vs george soros prabowo vs reza chalid,1,Positif
prabowo wajib basmi korupsi basmi pejabat titipan jokowi rakyat masyarakat mendukung prabowo allahu akbar,-5,Negatif
mencoblos p presiden prabowo takut indonesia rakyat percaya bapan pemeriksa keuangan presiden bisarakyat mendukung,2,Positif
presiden prabowo subianto berkerja indonesia semoga memimpin indonesia periode periode,1,Positif
vampirnyablm,0,Netral
tugas presiden tangkap koruptortugas rakyat gerudug dewan perwakilan rakyat sahkan ruu perampasan aset,-2,Negatif
presiden berani rijal halid merusak bangsa rijal halik negara kuat,1,Positif
hoaks,0,Netral
prabowo pilihan hebat bentar tikus habis gaduh libas karungi,1,Positif
mencari kambing hitam,-3,Negatif
dalang antek lokal mafia migas transferan dana ppatksangat aliran dana tsbdan tst kpkgak berani berkuti,0,Netral
pidanakan rizal chalid,0,Netral
tanggapan riziqshihab riza khalidimigran yaman korupsi migas berharap riziq shihab mendoakan kapolri secepatnya mencari riza khalid imigran yaman secepatnya,1,Positif
iya berani menangkap riza chalid setapak mundur rakyat butuh bukti gertak hae he,-3,Negatif
prabowo presiden negeri membantu menvejar koruptor perdamean kenyamanan dunia orangbaik mendukung dunia aman nyaman damai,3,Positif
semoga peabowo menutup rekering bank milik koruptor tang ditauh diluar negeri korupror membiayai orang menjatukan menghancurkan nkri negara indonesia,-1,Negatif
presiden garuda sakti utusan ilahi nkri perang tumpas koruptor pengkianat nkri takut lapisan rakyat mendoakan mendukungmu,0,Netral
rizal halid berkerja fgn jujur sesuai aturan prrjannjian kerja,2,Positif
suka demo orang fpi hti bikin ribet,-2,Negatif
kasih ampun,0,Netral
riza sepupu habibi rizikx,0,Netral
rampungkan anak usaha perusahaan migas mineral dst bumnbumd dinegeri badan pengawasan nasional mudah mengawasi,-2,Negatif
gbu presiden,1,Positif
indonesia kayak raya miskin penyakitnya koruptor bumn bocor bocor koruptor uang terkumpul penuh indonesia kayak miskin,-6,Negatif
kuat orang terkaya duniadengan uang aturtwrmasuk susah tangkap menyembunyikan,-3,Negatif
menyalahkan aparatkenapa sadar aparat manusiapunya harga dirisadarlah,0,Netral
doa orang kuat ditangkap nama tuhan ayo presiden bergerak,3,Positif
pendapat gua mah orang korup penjara bandar buang ajjah noh nknusa kambangan nyahosatukan napi berclassswkkkkkwkkk,-5,Negatif
halo tuan riza chalid sang tikus berdasi cuba berlindung sebalik sultan johormereka urusan ame negara kitaanda brmasalah negarabantai prabowo korup ngabisin kkayaan negara n menindas rakyatbuang nkbiar lautan luas,0,Netral
kerjasamaamaorang dalem,-1,Negatif
koar koruptor mata bebaskan penghargaan,0,Netral
pokoknya ancam negara melindungi riza chalid,-2,Negatif
dikawatirkan janji manisatau omon omonjadilah satria piningit dijanjikanmudah mudahan dibilang gus dur,1,Positif
tangkap perusuh,-1,Negatif
kaum hama turunan antek laten,-3,Negatif
semoga prabowo sekedar omon,0,Netral
lankutkan,0,Netral
hukum indonesia lemah,0,Netral
payah pemerintah nangkep buronan sekelas tomy suharto buron pangeran cendana ditangkap ayo bersihkan antek antek,0,Netral
presiden penguasa tinggal intruksi kapolri tni penguasa hukum laksanakan rakyat pasi,1,Positif
mengomong tangkap mengomong mantap,0,Netral
bagus,0,Netral
orang arab bikin indonesia rusuh,0,Netral
presiden berikrar allah penguasa apapun bersifat positif rakyat menguatkan imannyasedang tagih jiwa raganya perannya maksimal omong,1,Positif
mantaf pakprabowo berantas korufsi,0,Netral
semuga prabowo sehat selamat berjuang prabowo tumpas korup tor rakyat mendukung presiden,0,Netral
hukum dunia menang hukum allah adil adil nya tenang lho lu rakyat,1,Positif
riza chalid kuat diperintah kabur riza chalid anggota cia sukses disusupkan pentholan pertamina pendanaan asing indonesia gejolak rezim digoyang sumber dananya rezim jokowilah mengendus merusak tatanan,-1,Negatif
kasih hukum mati korobtor biyar jalan teros,0,Netral
riza keturunan yahudi,0,Netral
hai penghianat bangsa menyalahkan aparat demonya menuruti aturan kerusuhan,-1,Negatif
kuserahkan negeri kepadamu jenderal,0,Netral
kuatir diakhir keputusan hakim jaksanya bermain hukum tni rakyat mengawal buron ditangkap serahkan kim jon un,1,Positif
omon omon antartika,0,Netral
itumah keharusan takut kannegara indonesia jalankansaja amanat rakyat,0,Netral
cepat tngkap singapura nyogok nyogok lolos berani indonesia,-1,Negatif
mantap jenderal,1,Positif
berani bertaruh sejuta persen tertangkap omon,1,Positif
wkwkwk kekayaan sbnrnya abang riza wkwkwk zaman soeharto prbw menikmati mempermainkan pertamina ngitungnya,2,Positif
presiden semoga allah swt melindungi bapan pemeriksa keuangan prabowo kesehatan kekuatan memimpin bangsa penghianatmafia,3,Positif
mati dukung pemerintah prabowo subianto memberantas korupsi,-1,Negatif
presiden takut orang presiden tentara kopasus takut presiden anehmati gariskan mati,3,Positif
tolong rampas aset koruptor ugal ugalan,-1,Negatif
sniper,0,Netral
cabut warga negaranya orang berbahaya menghancurkan negara indonesia,-3,Negatif
maju presiden tangkap mafia pertaminasemoga presiden bersungguh sungguh amin,0,Netral
kalah orang dijaja orangorang mat,-1,Negatif
bertekad presedenomon kabinet tukang korup era jokowi,-3,Negatif
menjerat orang,0,Netral
amin semoga tercapai,1,Positif
prabowo omong kosongtidak berani menangkap bos minyak prabowo omon bukti,-1,Negatif
berani mengakui disebab anggota dewan perwakilan rakyat gaji beserta pasilitas lupa joget menerima bijaksana aspirasi rakyat rakyat bergolak kiraitu,-2,Negatif
ngambil emas papua tersentuh freeport payport bayar orang papua rakyat menderita sda daerah indonesia diambil rakyat miskin,-3,Negatif
ikuti korsel jepang fokus presiden kurapkrn salingn terkait dijadikan sandera,0,Netral
hukum mati anaknya muncul,0,Netral
prabowo memberantas koropsi antartika didepan mata raja koropsi ditangkap bicara dipercaya,-2,Negatif
presiden semangat rakyak indonesia menyokong keadilan memenpin,1,Positif
keturunan habib yaman,0,Netral
orang disentuh hukum jelasin min,0,Netral
iya,0,Netral
terkuat dunia musnah,-1,Negatif
oke prabowo mantap,2,Positif
tgkp rizal kalid memporak porandakan ekonomi ri,0,Netral
iya negara kalah riza chalid serahin rakyat,-1,Negatif
lawan riza chalid rakyat indonesia mendukung allah hu akbar,1,Positif
mafia beckingan pejabat masif kuat pemimpin pejabat,-3,Negatif
membagi hasil keuntung tanah air indonesia dor tudor merata namanya merata,2,Positif
muaaaakkk mendegar korupsi indonesia ruu korupsi hujan mati indonesia maju sejahtera,-2,Negatif
tersentuh hukum pejabat pejabat hukum menikmati mafia,-5,Negatif
sehat sellau bapan pemeriksa keuangan prabowo perjuangan bapan pemeriksa keuangan masarakat mendukung allahhuakbar,0,Netral
hukum mati koruptor asetnya rampas rampas nyawa,-2,Negatif
buktikan presiden prabowo rakyat riza chalik dipenjarakan rakyat mendukungmu semangat prabowo,1,Positif
hendro sengkuni bikin narasi kesatu nama pertaminatimah t asabri pagar laut dll mlempem,-1,Negatif
efektif petrussmudahsimpeldan menikmati hasil korupkan sitaan negaraberesss,1,Positif
sandiwara pura serius serius bangsa indonesia gaji negara,-2,Negatif
negara kalah koruptor berkedok preman,-1,Negatif
anggota dewan perwakilan rakyat ganti kerna perseden ganti,-2,Negatif
kolaborasi reza halid jkw n kapolri bikin kerusuhan demo diindonesia,-2,Negatif
pidato,0,Netral
riza halid orang yaman orang yaman duri daging tinggal deportasi menunggu ancuran,-2,Negatif
habib mukibinnya melindunginyakarena chalid baalawi,0,Netral
amin bersiden semogga lindungaallh swtdan sebagi rakyat menuggu r uu sah,0,Netral
takut presiden prabowo mafia masyarakat ancaman makar lawan bambu runcing bangsa berhasil mengusir penjajah senjata cangih persatuan bambu runcing,-5,Negatif
semangat,0,Netral
pejabat memiliki ikatan riza chalid diam diam melawan pemerintah melindungi mendukung riza,-1,Negatif
setan kali tol,-1,Negatif
